6	mlv/core_metal_dark	5	0x881d10
8	paris_ch_plaster01_nml	5	0x881fe8
8	~~-gparis_ch_plaster01_col-rg~d58d066e	5	0x882148
6	mlv/paris_ch_plaster01	5	0x881f48
8	stone_floor_granite_tile01_cream_n	5	0x882390
8	~~-gstone_floor_granite_tile0~98623378	5	0x8824fc
6	mlv/stone_floor_granite_tile01_black	5	0x8822e0
8	t6_test_wood_varnish_red01_nml	5	0x882740
8	~~-gt6_test_wood_varnish_red0~ad23ade3	5	0x8828a8
6	mlv/t6_test_mp_wood_varnish_red	5	0x882698
8	stone_wall_travertine_tile01_blue_n	5	0x882af0
8	~~-gstone_wall_travertine_til~90db4cd2	5	0x882c5c
6	mlv/stone_wall_travertine_tile01_matte	5	0x882a40
8	,global_normal_flat_16x16	5	0x882eac
8	~-gcloth_white_linen_c	5	0x883010
8	char_base_fabric_linen_n	5	0x883170
6	mlv/cloth_linen_white_clean	5	0x882df8
8	~~-gmetal_chrome_01_col-rgb&~~c6071b40	5	0x8833dc
8	ma_brushedmetal_panel_nml	5	0x88354c
8	~-gma_brushedmetal_panel4_col	5	0x8836b0
6	mlv/ma_brushedmetal_panel4	5	0x883328
8	plastic_black_n	5	0x883904
8	~~-gblack_0-rgb&~-rplastic_bl~2f57f140	5	0x883a5c
6	mlv/plastic_black_2	5	0x883868
8	~~-gglass_green_frosted_s-rgb~725b9799	5	0x883ca8
8	glass_green_frosted_n	5	0x883e18
8	~-gglass_green_frosted_c	5	0x883f78
6	mlv/glass_green_frosted	5	0x883bf8
8	decal_wall_fillet_c	5	0x8841c0
6	mlv/decal_damage_wall_fillet	5	0x884128
5	mlv/p6_raid_bar	5	0x884330
7	mlv_sw4_3d_water_wall_enhanced2_j72zewj2	5	0x8f2c88
7	mlv_lit_sm_b0c0s0_41731e52	5	0x938a18
8	water_falling_drip_pattern	5	0x96fce8
8	water_falling_drip_n	5	0x97be4c
8	~-gstone_wall_travertine_tile~a6979efb	5	0x97bfac
6	mlv/stone_floor_granite_tile01_biege_dripping	5	0x96fc20
8	~-gstone_floor_granite_tile01_blue_c	5	0x97c3d0
6	mlv/stone_floor_granite_tile01_blue_dripping	5	0x97c308
8	~~-gap_glass_sanded_spc-rgb&~~18bf8dd9	5	0x97c7d4
8	~-gap_glass_sanded_col	5	0x97e944
6	mlv/ap_glass_sanded	5	0x97c728
5	mlv/p6_raid_bar_interior	5	0x980af0
8	~~-gparis_wall_outlet_n_light~78d401c5	5	0x998474
8	paris_wall_outlet_n_lightswitch_01_nml	5	0x9985e4
8	~-gp_wall_outlet_lightswitch_chrome_c	5	0x998754
6	mc/paris_wall_outlet_n_lightswitch_01_chrome	5	0x9983ac
5	paris_wall_lightswitch_01_chrome	5	0x99a918
8	~~-gmtl_p6_us_power_socket_g-~5d1605ed	5	0x99aed0
8	mtl_p6_us_power_socket_n	5	0x99b040
8	~-gmtl_p6_us_power_socket_c	5	0x99b1a4
6	mc/mtl_p6_us_power_socket	5	0x99ae1c
5	p6_us_power_socket	5	0x99d358
7	,mc_sw4_3d_animated_unlit_398f40f3	5	0x99db20
8	~-glight_tv_no_signal	5	0x9c5c1c
6	mc/light_anim_tv_screen_no_signal	5	0x9c5b80
8	p6_tv_led_n	5	0x9c5ee4
8	~~-gp6_tv_led_c-rgb&~-rp6_tv_~3e587e18	5	0x9c6038
6	mc/mtl_p6_tv_led	5	0x9c5e48
5	p6_tv_led_karma_no_signal	5	0x9c61d0
7	,mc_unlit_alphatest_z9e9w665	5	0x9ca10c
8	~~-gjun_art_metal_brushed_s-r~e7f4f905	5	0x9cf01c
8	jun_art_metal_brushed_n	5	0x9cf18c
8	~-gjun_art_metal_brushed_c	5	0x9cf2ec
6	mc/metal_wall_brushed	5	0x9cef6c
8	~-gp6_light_recessed_decal_c	5	0x9cf524
6	mc/light_recessed	5	0x9cf498
5	p6_lights_club_recessed	5	0x9cf6d8
8	p6_smoke_detector_n	5	0x9d1d3c
8	~~-gp6_smoke_detector_c-rgb&~~da60bf22	5	0x9d1e98
6	mc/mtl_p6_smoke_detector	5	0x9d1c98
5	p6_smoke_detector	5	0x9d2030
8	p_jun_dinnerware_n	5	0x9d5ab4
8	~~-gp_jun_dinnerware_c-rgb&~-~b8d99368	5	0x9d5c10
6	mc/mtl_p_jun_dinnerware	5	0x9d5a14
5	p_jun_dishes_broken_v1	5	0x9d5da8
8	p_pent_wastebasket_n	5	0x9ef43c
8	~~-gp_pent_wastebasket_c-rgb&~d8c78a1d	5	0x9ef59c
6	mc/mtl_p_pent_wastebasket	5	0x9ef398
5	p_pent_wastebasket	5	0x9ef738
